rank,adm_nm,signgu_nm,adm_cd2,total_score,demand_score,target_fit_score,competition_score,accessibility_score,parking_score,industry_fit_score,cat_store_count,pop_total,target_pop,target_ratio,location_quotient,dong_daily_ridership,cat_avg_subway_dist,cat_avg_comp_300m,dong_total_parking_capacity,parking_capacity_per_store,signgu_cd,area_km2,pop_density,total_stores,store_density_km2,avg_dist_to_subway_m,ratio_stores_in_subway_zone,dong_station_count,dong_parking_lot_count,avg_parking_capacity_300m,category_entropy,cat_ratio_subway,cat_avg_parking_300m,store_share_in_dong,pop_per_store,target_pop_per_store,query_industry,query_target_age,industry_label,target_demographic_label,category_type
56,대구광역시 수성구 범물2동,수성구,2726066200,53.55,41.91,54.16,54.53,74.7,60.64,46.98,59,15526,15526,1.0,1.03,0.0,363.6,23.1,590,1.43,27260,2.122,7316.7,414,195.1,382.0,0.8309,0,14,463.5,1.9377,0.8983,577.8,0.1425,258.8,258.8,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
57,대구광역시 남구 대명1동,남구,2720056000,53.38,49.7,41.01,44.46,88.96,14.97,87.58,63,9242,9242,1.0,1.339,7928.3,272.8,18.1,142,0.42,27200,0.4605,20069.5,340,738.3,313.8,0.8971,1,10,202.5,1.8727,0.9048,162.0,0.1853,144.4,144.4,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
58,대구광역시 남구 대명5동,남구,2720060000,53.35,46.84,40.2,41.95,88.12,81.95,35.57,80,8896,8896,1.0,0.952,11071.1,279.2,15.6,2694,4.44,27200,0.74,12021.6,607,820.3,256.8,0.8666,1,20,557.7,1.8206,0.8125,504.9,0.1318,109.8,109.8,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
59,대구광역시 북구 침산2동,북구,2723056000,53.14,60.87,58.19,51.68,24.16,80.4,38.26,80,17835,17835,1.0,0.975,0.0,1356.8,22.8,2202,3.71,27230,0.8533,20901.2,593,694.9,1297.3,0.0,0,23,684.5,1.8863,0.0,564.0,0.1349,220.2,220.2,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
60,대구광역시 달성군 유가읍,달성군,2771025900,52.76,57.89,67.58,55.2,14.43,92.22,22.15,130,31236,31236,1.0,0.841,0.0,12073.8,21.9,4302,3.85,27710,56.1887,555.9,1117,19.9,12162.5,0.0,0,60,1047.5,1.7554,0.0,857.9,0.1164,238.4,238.4,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
61,대구광역시 달서구 이곡2동,달서구,2729057700,52.52,45.34,50.14,70.47,52.48,95.77,8.72,80,14054,14054,1.0,0.665,0.0,621.2,11.0,4290,4.94,27290,2.2612,6215.3,869,384.3,594.7,0.6479,0,81,1744.6,1.7889,0.525,1534.8,0.0921,173.5,173.5,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
62,대구광역시 수성구 황금1동,수성구,2726060100,52.43,49.06,61.68,88.6,38.09,22.78,40.94,55,20820,20820,1.0,0.996,0.0,849.4,9.8,480,1.2,27260,2.5751,8085.1,399,154.9,851.9,0.0702,0,13,72.8,1.9203,0.0909,77.7,0.1378,371.8,371.8,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
63,대구광역시 수성구 범어4동,수성구,2726054000,52.4,64.96,58.99,33.22,63.82,55.5,10.07,109,18446,18446,1.0,0.684,0.0,431.8,36.9,974,0.85,27260,1.1922,15472.2,1151,965.4,382.2,0.7541,0,29,516.8,1.7887,0.6606,508.0,0.0947,167.7,167.7,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
64,대구광역시 남구 대명10동,남구,2720065000,52.07,50.97,38.86,7.55,87.92,52.89,93.96,126,7805,7805,1.0,1.4,15387.0,373.2,28.4,444,0.68,27200,0.5166,15108.4,650,1258.2,375.5,0.8677,1,12,574.8,1.8044,0.9683,711.2,0.1938,61.5,61.5,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
65,대구광역시 서구 상중이동,서구,2717067500,51.15,51.27,56.31,37.24,27.05,58.05,90.6,225,16863,16863,1.0,1.359,0.0,1513.6,14.1,3259,2.72,27170,6.7768,2488.3,1196,176.5,1380.9,0.0125,0,73,191.9,1.8364,0.0133,217.1,0.1881,74.6,74.6,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
66,대구광역시 수성구 두산동,수성구,2726064000,50.98,62.89,52.82,4.7,58.72,83.42,36.91,206,14840,14840,1.0,0.955,4499.5,551.5,41.8,3584,2.3,27260,1.8605,7976.4,1558,837.4,524.0,0.4589,1,72,732.3,1.7103,0.3786,836.6,0.1322,71.7,71.7,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
67,대구광역시 남구 대명3동,남구,2720058600,50.96,56.34,46.11,43.79,75.17,45.74,24.16,112,12166,12166,1.0,0.857,5897.8,402.4,15.2,1055,1.12,27200,0.9315,13060.7,944,1013.4,415.9,0.7119,1,20,338.9,1.8061,0.7679,309.1,0.1186,107.7,107.7,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
68,대구광역시 남구 이천동,남구,2720051500,50.94,45.7,50.94,54.36,52.35,30.2,80.2,85,14245,14245,1.0,1.249,0.0,623.3,16.4,350,0.71,27200,1.0429,13659.0,492,471.8,549.3,0.628,0,12,288.2,1.8983,0.5529,241.0,0.1728,165.6,165.6,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
69,대구광역시 달서구 상인2동,달서구,2729062500,50.86,65.0,56.04,10.74,55.43,43.19,59.06,181,16737,16737,1.0,1.103,0.0,532.1,32.5,927,0.78,27290,0.9567,17494.5,1185,1238.6,510.6,0.5401,0,33,566.3,1.6938,0.4917,343.2,0.1527,92.0,92.0,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
70,대구광역시 중구 대봉1동,중구,2711068000,50.71,57.38,38.05,2.68,98.09,73.19,34.56,147,7666,7666,1.0,0.951,19088.4,192.8,37.8,1613,1.44,27110,0.5627,13623.6,1117,1985.1,194.3,1.0,2,23,833.7,1.8237,1.0,845.6,0.1316,51.8,51.8,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
71,대구광역시 동구 혁신동,동구,2714075500,50.68,46.51,55.5,70.13,27.85,91.81,17.45,110,16501,16501,1.0,0.775,0.0,1017.5,6.4,8600,8.38,27140,17.0739,966.4,1026,60.1,1007.5,0.0,0,102,1121.3,1.8826,0.0,646.7,0.1072,148.7,148.7,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
72,대구광역시 동구 신천4동,동구,2714058000,50.57,58.32,47.45,44.64,44.63,97.25,4.7,119,12937,12937,1.0,0.489,0.0,687.7,14.6,6933,3.94,27140,0.7957,16258.6,1759,2210.6,655.2,0.3627,0,85,2660.8,1.7119,0.3109,2315.6,0.0677,107.8,107.8,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
73,대구광역시 달성군 현풍읍,달성군,2771026500,50.42,54.8,61.95,46.64,14.09,75.17,49.66,199,20887,20887,1.0,1.047,0.0,12294.5,13.4,3238,2.36,27710,24.3321,858.4,1373,56.4,12264.0,0.0,0,76,500.4,1.6722,0.0,489.4,0.1449,104.4,104.4,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
74,대구광역시 동구 불로·봉무동,동구,2714062000,50.37,54.77,59.8,57.55,17.11,90.98,16.78,133,19381,19381,1.0,0.765,0.0,2690.4,13.6,4178,3.33,27140,7.6608,2529.9,1256,164.0,2945.5,0.0008,0,57,1075.7,1.7038,0.0,898.9,0.1059,144.6,144.6,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
75,대구광역시 수성구 수성2·3가동,수성구,2726058000,50.3,51.64,42.88,20.13,86.71,67.45,34.56,95,10185,10185,1.0,0.951,5644.8,308.9,24.7,1441,2.0,27260,0.6602,15427.1,722,1093.6,276.9,0.9848,1,24,550.7,1.8895,0.9789,494.1,0.1316,106.1,106.1,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
76,대구광역시 중구 남산2동,중구,2711065000,50.29,55.0,37.25,24.49,98.29,73.16,6.04,51,7394,7394,1.0,0.621,82629.0,231.8,37.1,863,1.46,27110,0.3916,18881.5,593,1514.3,289.0,1.0,4,11,1474.2,1.9141,1.0,1629.1,0.086,142.2,142.2,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
77,대구광역시 동구 해안동,동구,2714068500,50.26,40.2,47.18,61.41,53.69,23.02,91.95,90,12925,12925,1.0,1.369,11140.2,648.4,9.8,480,1.01,27140,13.264,974.4,475,35.8,755.4,0.0589,2,23,160.5,1.8161,0.1333,137.3,0.1895,142.0,142.0,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
78,대구광역시 서구 내당4동,서구,2717054000,49.97,54.77,50.4,24.16,43.08,55.57,78.19,140,14119,14119,1.0,1.246,0.0,673.2,21.6,1151,1.42,27170,0.8127,17373.0,812,999.1,644.9,0.2352,0,30,493.5,1.7588,0.1429,377.2,0.1724,100.1,100.1,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
79,대구광역시 달서구 두류3동,달서구,2729055000,49.79,48.08,40.47,41.28,94.02,62.42,7.38,69,8931,8931,1.0,0.638,14138.0,247.4,17.2,954,1.22,27290,1.2035,7420.9,781,648.9,263.5,0.9104,1,23,712.8,1.7883,0.9565,600.7,0.0883,127.6,127.6,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
80,대구광역시 수성구 중동,수성구,2726061000,49.72,53.09,51.48,30.04,33.56,54.76,84.83,149,14422,14422,1.0,1.332,0.0,1034.9,18.5,1100,1.36,27260,0.948,15213.1,808,852.3,1056.8,0.0334,0,38,386.9,1.9604,0.047,377.5,0.1844,96.1,96.1,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
81,대구광역시 수성구 범물1동,수성구,2726066100,49.43,34.66,42.35,47.32,93.52,69.53,24.83,44,9654,9654,1.0,0.859,11108.8,252.8,24.6,781,2.11,27260,5.8003,1664.4,370,63.8,338.1,0.9676,2,13,815.3,1.6642,1.0,669.7,0.1189,214.5,214.5,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
82,대구광역시 북구 대현동,북구,2723064500,49.31,58.89,54.43,52.35,40.54,36.01,32.21,104,15618,15618,1.0,0.938,0.0,811.8,16.1,786,0.98,27230,0.855,18266.7,801,936.8,879.3,0.1423,0,23,239.0,1.7877,0.2308,236.0,0.1298,148.7,148.7,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
83,대구광역시 동구 신암2동,동구,2714052000,49.31,47.31,45.03,39.76,48.99,40.37,87.58,63,11446,11446,1.0,1.339,0.0,586.6,28.4,357,1.05,27140,0.3625,31575.2,340,937.9,610.1,0.3059,0,13,392.6,1.7582,0.3016,335.7,0.1853,178.8,178.8,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
84,대구광역시 달성군 옥포읍,달성군,2771026200,49.24,47.35,62.75,84.4,15.77,32.35,42.28,102,22138,22138,1.0,1.008,0.0,3909.1,6.4,937,1.28,27710,47.4421,466.6,731,15.4,4106.1,0.0,0,39,152.0,1.7783,0.0,158.9,0.1395,214.9,214.9,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
85,대구광역시 동구 방촌동,동구,2714067000,49.11,51.51,55.77,37.92,28.52,30.1,95.3,116,16714,16714,1.0,1.415,0.0,1006.3,20.4,638,1.08,27140,1.2248,13646.3,592,483.3,972.5,0.0,0,22,212.6,1.7373,0.0,192.9,0.1959,142.9,142.9,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
86,대구광역시 남구 대명4동,남구,2720059000,49.09,46.07,40.74,25.16,69.33,66.71,62.75,99,9003,9003,1.0,1.126,7282.1,462.4,19.1,1742,2.74,27200,0.76,11846.1,635,835.5,536.5,0.3512,1,20,496.8,1.7378,0.6162,376.6,0.1559,90.0,90.0,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
87,대구광역시 달서구 본동,달서구,2729065000,48.93,42.75,48.26,72.14,22.48,65.54,57.05,77,13148,13148,1.0,1.085,0.0,1437.2,8.5,1481,2.89,27290,1.0557,12454.3,513,485.9,1394.5,0.0,0,31,371.6,1.8481,0.0,365.2,0.1501,168.6,168.6,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
88,대구광역시 동구 효목2동,동구,2714060000,48.05,53.26,50.67,45.64,36.75,56.88,38.93,88,14147,14147,1.0,0.983,0.0,907.1,19.7,897,1.39,27140,0.761,18590.0,647,850.2,915.3,0.085,0,26,459.9,1.8141,0.0909,432.1,0.136,159.0,159.0,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
89,대구광역시 동구 신암3동,동구,2714053000,48.04,43.69,44.76,41.61,38.62,55.03,84.43,73,11150,11150,1.0,1.332,0.0,743.7,20.4,616,1.56,27140,0.6012,18546.2,396,658.7,734.3,0.0581,0,13,452.5,1.8895,0.0411,403.5,0.1843,150.7,150.7,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
90,대구광역시 서구 평리5동,서구,2717066000,48.04,43.12,43.42,91.61,19.13,35.33,62.75,29,10531,10531,1.0,1.126,0.0,1835.3,6.8,224,1.2,27170,0.4071,25868.3,186,456.9,1832.0,0.0,0,9,214.6,1.864,0.0,241.5,0.1559,351.0,351.0,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
91,대구광역시 달서구 월성2동,달서구,2729060200,48.02,31.98,48.52,65.1,19.46,74.49,85.91,84,13435,13435,1.0,1.334,0.0,1764.1,11.4,2943,6.47,27290,7.6185,1763.5,455,59.7,1831.7,0.0,0,41,250.2,1.7894,0.0,351.9,0.1846,158.1,158.1,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
92,대구광역시 수성구 황금2동,수성구,2726060200,47.71,53.02,45.57,7.38,56.44,55.7,75.5,176,11770,11770,1.0,1.235,2213.9,591.0,30.1,1605,1.56,27260,1.1892,9897.4,1030,866.1,557.5,0.4214,1,58,395.5,1.9253,0.3523,329.7,0.1709,66.5,66.5,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
93,대구광역시 수성구 수성4가동,수성구,2726059000,47.66,52.15,46.64,32.21,70.4,43.43,29.53,86,12798,12798,1.0,0.916,0.0,380.7,25.0,423,0.62,27260,0.6138,20850.4,678,1104.6,395.7,0.7478,0,14,458.2,1.9008,0.7791,439.1,0.1268,147.1,147.1,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
94,대구광역시 중구 남산3동,중구,2711066000,47.47,35.81,34.03,17.78,92.45,39.2,94.63,61,5779,5779,1.0,1.408,5728.2,214.6,23.1,404,1.29,27110,0.4076,14178.1,313,767.9,254.0,0.9968,1,10,293.4,1.8445,1.0,258.1,0.1949,93.2,93.2,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
95,대구광역시 중구 남산1동,중구,2711064000,47.29,42.95,32.95,1.34,94.87,82.18,51.68,99,5062,5062,1.0,1.052,12121.7,242.1,46.2,1968,2.89,27110,0.4193,12072.5,680,1621.8,253.0,1.0,2,25,713.6,2.0125,1.0,743.3,0.1456,50.6,50.6,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
96,대구광역시 수성구 파동,수성구,2726063000,46.92,38.99,57.38,93.62,20.13,13.16,53.69,48,17133,17133,1.0,1.064,0.0,1651.2,4.5,264,0.81,27260,5.4129,3165.2,326,60.2,1661.7,0.0,0,13,28.4,1.8928,0.0,31.3,0.1472,349.7,349.7,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
97,대구광역시 달서구 장기동,달서구,2729056800,46.74,48.05,53.89,14.26,35.23,42.62,98.66,183,15347,15347,1.0,1.563,0.0,1043.2,23.3,958,1.13,27290,2.76,5560.5,846,306.5,906.7,0.1548,0,34,327.3,1.8569,0.1475,266.8,0.2163,83.4,83.4,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
98,대구광역시 달성군 구지면,달성군,2771038000,46.52,43.89,59.53,86.58,13.42,48.39,16.11,73,18847,18847,1.0,0.761,0.0,17043.3,7.4,2321,3.35,27710,39.6367,475.5,693,17.5,17209.4,0.0,0,59,87.9,1.65,0.0,101.7,0.1053,254.7,254.7,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
99,대구광역시 서구 비산1동,서구,2717055000,46.3,34.9,38.59,73.16,53.02,9.93,81.88,37,7738,7738,1.0,1.255,0.0,542.0,11.8,94,0.44,27170,0.4334,17854.2,213,491.5,505.0,0.5352,0,4,115.3,1.5363,0.4595,89.4,0.1737,203.6,203.6,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
100,대구광역시 동구 공산동,동구,2714076000,46.16,45.17,60.34,90.27,15.1,39.26,8.05,68,19708,19708,1.0,0.652,0.0,6107.1,6.7,1875,2.49,27140,83.2696,236.7,754,9.1,7174.6,0.0,0,67,61.0,1.6036,0.0,71.2,0.0902,285.6,285.6,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
101,대구광역시 중구 대신동,중구,2711059500,46.06,58.89,36.44,14.43,87.18,57.92,0.67,83,7249,7249,1.0,0.223,13433.4,318.0,24.5,1301,0.48,27110,0.4899,14796.9,2688,5486.8,169.9,0.9699,1,11,1548.5,0.6257,0.8313,801.5,0.0309,86.3,86.3,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
102,대구광역시 남구 대명6동,남구,2720061000,45.66,33.83,43.16,34.9,67.38,53.62,61.74,87,10276,10276,1.0,1.123,0.0,393.9,19.0,857,1.53,27200,1.5709,6541.5,560,356.5,385.9,0.675,0,13,329.3,1.9196,0.7126,365.3,0.1554,116.8,116.8,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
103,대구광역시 중구 대봉2동,중구,2711069000,45.44,41.61,34.3,44.46,87.55,23.16,39.8,41,5933,5933,1.0,0.988,3410.6,296.9,17.1,179,0.6,27110,0.2744,21621.7,300,1093.3,300.2,1.0,1,8,220.2,1.8838,1.0,209.6,0.1367,141.3,141.3,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
104,대구광역시 서구 평리4동,서구,2717065000,45.4,61.71,53.09,23.16,25.84,31.51,57.72,143,15025,15025,1.0,1.087,0.0,1258.2,22.7,553,0.58,27170,0.7453,20159.7,950,1274.7,1310.9,0.0,0,29,308.6,1.72,0.0,258.4,0.1505,104.3,104.3,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
105,대구광역시 중구 성내1동,중구,2711056500,45.28,52.62,33.76,0.0,88.73,82.92,11.41,329,5527,5527,1.0,0.698,30098.1,337.0,75.6,4750,1.39,27110,0.759,7281.9,3406,4487.5,324.3,0.8908,1,64,2242.4,1.7374,0.8875,2176.8,0.0966,16.7,16.7,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
106,대구광역시 수성구 만촌2동,수성구,2726056000,45.26,38.96,47.72,52.35,43.89,19.4,76.51,105,13080,13080,1.0,1.24,0.0,699.4,12.1,469,0.77,27260,1.9514,6702.9,612,313.6,658.5,0.3431,0,17,172.3,1.9354,0.3048,129.5,0.1716,123.4,123.4,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
107,대구광역시 서구 내당2·3동,서구,2717052500,44.96,37.48,39.4,49.83,63.09,32.55,56.38,66,8091,8091,1.0,1.077,0.0,450.7,13.7,287,0.65,27170,0.4967,16289.5,443,891.9,456.6,0.6524,0,13,339.8,1.6893,0.697,295.0,0.149,120.8,120.8,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
108,대구광역시 중구 성내2동,중구,2711057500,44.72,47.95,41.54,2.34,80.67,91.71,4.03,160,9263,9263,1.0,0.44,0.0,268.8,41.9,6799,2.59,27110,0.9226,10040.1,2628,2848.5,283.2,0.933,0,67,2751.4,1.6254,0.9062,2651.8,0.0609,57.5,57.5,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
109,대구광역시 남구 봉덕3동,남구,2720055000,44.58,44.29,49.86,34.56,35.6,33.46,74.5,146,14003,14003,1.0,1.23,0.0,929.3,16.3,902,1.05,27200,3.0696,4561.8,858,279.5,904.0,0.1096,0,23,221.5,1.8839,0.0411,205.9,0.1702,95.3,95.3,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
110,대구광역시 서구 비산7동,서구,2717061000,44.58,40.94,41.28,22.32,62.95,44.06,68.46,135,9260,9260,1.0,1.197,2543.2,508.3,18.7,1162,1.43,27170,2.584,3583.6,815,315.4,513.8,0.4699,1,25,189.6,1.6054,0.5037,220.2,0.1656,68.1,68.1,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
111,대구광역시 중구 동인동,중구,2711051700,44.46,47.95,44.5,31.88,41.74,82.48,18.79,117,10997,10997,1.0,0.801,0.0,682.0,16.8,2997,2.84,27110,0.9707,11328.9,1055,1086.8,664.1,0.1223,0,30,902.8,1.8018,0.1111,608.5,0.1109,93.2,93.2,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
112,대구광역시 북구 관음동,북구,2723075000,44.29,37.78,49.06,35.24,21.48,49.03,97.32,123,13689,13689,1.0,1.522,0.0,1537.3,18.4,1198,2.05,27230,3.0672,4463.0,584,190.4,1468.8,0.0,0,23,374.4,1.7842,0.0,225.9,0.2106,110.4,110.4,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
113,대구광역시 서구 평리3동,서구,2717064000,43.53,45.51,45.84,57.04,23.15,36.17,50.67,94,12090,12090,1.0,1.05,0.0,1405.5,10.4,808,1.25,27170,0.7793,15513.9,647,830.2,1448.3,0.0,0,17,230.2,1.772,0.0,207.7,0.1453,127.3,127.3,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
114,대구광역시 수성구 상동,수성구,2726062000,43.28,50.27,49.6,22.14,24.5,19.57,93.29,190,13938,13938,1.0,1.392,0.0,1304.4,19.3,678,0.69,27260,1.3277,10497.9,986,742.6,1288.9,0.0,0,28,118.7,1.9138,0.0,113.6,0.1927,73.0,73.0,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
115,대구광역시 서구 비산5동,서구,2717059000,43.0,36.08,32.68,41.94,93.99,18.99,33.56,44,4744,4744,1.0,0.944,7774.7,205.7,15.3,128,0.38,27170,0.3445,13770.7,337,978.2,201.9,1.0,2,4,204.0,1.6091,1.0,201.6,0.1306,105.4,105.4,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
116,대구광역시 동구 신암5동,동구,2714054100,42.7,29.5,36.71,60.74,72.82,21.14,43.62,44,7315,7315,1.0,1.012,0.0,387.5,14.4,300,0.96,27140,0.5467,13380.3,314,574.4,366.8,0.9108,0,9,165.0,1.672,0.9318,156.4,0.1401,162.6,162.6,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
117,대구광역시 동구 신암1동,동구,2714051000,42.68,44.16,43.69,55.7,26.84,41.54,41.61,73,10781,10781,1.0,1.003,0.0,1077.9,14.4,394,0.75,27140,0.606,17790.4,526,868.0,1051.5,0.0,0,10,436.8,1.7965,0.0,382.5,0.1388,145.7,145.7,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
118,대구광역시 서구 비산4동,서구,2717058000,42.28,37.68,39.66,61.08,36.78,23.59,60.07,48,8143,8143,1.0,1.115,0.0,892.4,14.5,256,0.82,27170,0.434,18762.7,311,716.6,872.3,0.0579,0,12,200.0,1.7548,0.0625,188.4,0.1543,166.2,166.2,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
119,대구광역시 북구 노원동,북구,2723079000,42.18,41.04,43.96,42.62,43.02,37.65,44.63,155,10954,10954,1.0,1.014,0.0,704.8,9.8,1224,1.11,27230,3.0536,3587.2,1104,361.5,693.4,0.3207,0,44,266.5,1.7025,0.3032,211.6,0.1404,70.2,70.2,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
120,대구광역시 달성군 논공읍,달성군,2771025300,41.43,42.72,52.28,45.97,14.76,34.77,55.7,152,14804,14804,1.0,1.076,0.0,8413.1,11.7,1664,1.63,27710,44.0501,336.1,1021,23.2,8220.1,0.0,0,42,76.6,1.7366,0.0,71.6,0.1489,96.8,96.8,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
121,대구광역시 서구 평리2동,서구,2717063000,41.43,35.97,35.37,61.08,26.51,12.96,91.28,39,6820,6820,1.0,1.368,0.0,1116.2,15.3,115,0.56,27170,0.2781,24523.6,206,740.7,1200.3,0.0,0,6,152.3,1.7598,0.0,121.1,0.1893,170.5,170.5,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
122,대구광역시 중구 삼덕동,중구,2711054500,40.69,44.83,37.52,0.67,59.66,86.78,20.13,171,7460,7460,1.0,0.81,0.0,472.0,67.3,3487,2.29,27110,0.644,11583.9,1526,2369.6,480.0,0.5839,0,70,1719.3,1.8185,0.5965,1550.6,0.1121,43.4,43.4,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
123,대구광역시 동구 효목1동,동구,2714059000,40.12,40.84,45.3,50.34,38.46,24.63,30.2,99,11472,11472,1.0,0.918,0.0,853.9,12.7,901,1.16,27140,1.4646,7832.9,779,531.9,849.0,0.1592,0,32,179.1,1.7622,0.1212,74.5,0.1271,114.7,114.7,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
124,대구광역시 북구 산격2동,북구,2723062000,39.91,40.84,41.81,37.75,16.78,97.78,13.42,126,9376,9376,1.0,0.721,0.0,2872.4,13.7,10440,8.27,27230,2.3539,3983.2,1263,536.6,2945.4,0.0,0,84,2052.4,1.5111,0.0,1372.1,0.0998,73.8,73.8,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
125,대구광역시 남구 대명9동,남구,2720064000,39.49,40.1,47.99,42.62,32.55,28.25,37.58,104,13110,13110,1.0,0.957,0.0,773.1,16.5,762,0.97,27200,3.1401,4175.0,785,250.0,817.3,0.0038,0,28,184.2,1.8211,0.0,179.8,0.1325,124.9,124.9,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
126,대구광역시 서구 비산2·3동,서구,2717056500,38.22,34.5,37.78,38.92,49.8,19.4,50.67,76,7550,7550,1.0,1.05,0.0,620.3,15.5,276,0.53,27170,0.555,13603.6,523,942.3,678.0,0.3078,0,13,196.2,1.5586,0.3684,181.3,0.1453,98.1,98.1,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
127,대구광역시 서구 평리6동,서구,2717066100,37.85,19.5,33.22,75.84,21.14,29.93,78.19,30,5391,5391,1.0,1.246,0.0,1578.7,7.1,317,1.82,27170,0.7464,7222.7,174,233.1,1588.9,0.0,0,10,129.4,1.7879,0.0,135.8,0.1724,173.9,173.9,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
128,대구광역시 달서구 상인3동,달서구,2729062600,37.77,25.64,42.08,52.52,23.82,42.01,60.07,56,9445,9445,1.0,1.115,0.0,1365.0,17.1,464,1.28,27290,3.3085,2854.8,363,109.7,1319.7,0.0,0,13,327.8,1.7064,0.0,293.7,0.1543,165.7,165.7,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
129,대구광역시 서구 비산6동,서구,2717060000,37.75,35.44,34.83,31.38,28.86,22.58,88.59,42,6319,6319,1.0,1.349,0.0,977.3,26.1,200,0.89,27170,0.2715,23274.4,225,828.7,935.7,0.0,0,7,166.1,1.6884,0.0,171.7,0.1867,147.0,147.0,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
130,대구광역시 남구 봉덕2동,남구,2720054000,37.64,33.69,46.91,64.76,22.15,6.51,44.63,66,12852,12852,1.0,1.014,0.0,1497.6,15.6,66,0.14,27200,3.0276,4244.9,470,155.2,1539.8,0.0,0,4,59.5,1.8229,0.0,65.6,0.1404,191.8,191.8,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
