rank,adm_nm,signgu_nm,adm_cd2,total_score,demand_score,target_fit_score,competition_score,accessibility_score,parking_score,industry_fit_score,cat_store_count,pop_total,target_pop,target_ratio,location_quotient,dong_daily_ridership,cat_avg_subway_dist,cat_avg_comp_300m,dong_total_parking_capacity,parking_capacity_per_store,signgu_cd,area_km2,pop_density,total_stores,store_density_km2,avg_dist_to_subway_m,ratio_stores_in_subway_zone,dong_station_count,dong_parking_lot_count,avg_parking_capacity_300m,category_entropy,cat_ratio_subway,cat_avg_parking_300m,store_share_in_dong,pop_per_store,target_pop_per_store,query_industry,query_target_age,industry_label,target_demographic_label,category_type
131,대구광역시 북구 검단동,북구,2723068000,37.61,14.26,33.49,74.5,17.45,45.9,82.55,34,5414,5414,1.0,1.293,0.0,2676.0,2.5,574,3.02,27230,3.7681,1436.8,190,50.4,2658.8,0.0,0,6,208.6,1.7306,0.0,199.4,0.1789,154.7,154.7,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
132,대구광역시 북구 산격1동,북구,2723061000,37.13,25.54,36.98,80.2,18.12,7.51,65.77,40,7370,7370,1.0,1.17,0.0,2212.9,5.2,69,0.28,27230,0.8679,8491.8,247,284.6,2197.3,0.0,0,5,71.8,1.7525,0.0,67.6,0.1619,179.8,179.8,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
133,대구광역시 서구 평리1동,서구,2717062000,36.58,30.6,34.56,36.92,28.19,9.19,97.99,63,6126,6126,1.0,1.543,0.0,1010.9,15.6,68,0.23,27170,0.3656,16756.0,295,806.9,1031.4,0.0,0,4,102.6,1.7586,0.0,94.2,0.2136,95.7,95.7,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
134,대구광역시 북구 산격4동,북구,2723063100,36.47,26.17,35.64,58.39,18.79,46.78,52.35,54,6961,6961,1.0,1.06,0.0,2146.6,9.7,595,1.62,27230,0.7157,9726.1,368,514.2,2035.1,0.0,0,6,252.6,1.8845,0.0,289.4,0.1467,126.6,126.6,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
135,대구광역시 남구 봉덕1동,남구,2720053000,35.34,39.57,38.32,31.04,39.26,21.11,31.54,83,7680,7680,1.0,0.921,0.0,785.7,16.8,448,0.69,27200,0.4881,15734.5,651,1333.7,815.4,0.192,0,12,195.9,1.7448,0.1205,163.7,0.1275,91.4,91.4,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
136,대구광역시 남구 대명11동,남구,2720066000,35.15,30.84,36.18,40.27,46.04,38.99,18.12,68,7152,7152,1.0,0.8,0.0,633.9,15.4,711,1.16,27200,0.8477,8436.9,614,724.3,687.2,0.0537,0,19,454.2,1.5689,0.2059,250.3,0.1107,103.7,103.7,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
137,대구광역시 북구 산격3동,북구,2723063000,34.68,37.48,39.93,8.06,18.46,87.85,26.85,117,8390,8390,1.0,0.892,0.0,2170.7,30.7,3619,3.82,27230,1.272,6595.9,947,744.5,2105.0,0.0,0,19,1139.1,1.6083,0.0,699.7,0.1235,71.1,71.1,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
138,대구광역시 달성군 가창면,달성군,2771031000,33.84,15.84,35.1,94.3,16.44,51.21,3.36,22,6719,6719,1.0,0.41,0.0,3639.0,1.8,2291,5.9,27710,110.4332,60.8,388,3.5,5522.5,0.0,0,32,134.5,1.676,0.0,107.0,0.0567,292.1,292.1,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
139,대구광역시 북구 복현1동,북구,2723067100,32.24,38.56,35.91,37.42,20.47,33.96,14.09,50,7131,7131,1.0,0.73,0.0,1639.4,19.9,333,0.67,27230,0.3619,19704.3,495,1367.8,1714.4,0.0,0,10,312.4,1.6966,0.0,306.9,0.101,139.8,139.8,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
140,대구광역시 북구 침산1동,북구,2723055000,29.99,14.23,32.15,58.05,19.8,12.41,63.76,31,3441,3441,1.0,1.143,0.0,1698.3,5.9,115,0.59,27230,1.4697,2341.3,196,133.4,1796.3,0.0,0,6,93.6,1.733,0.0,97.5,0.1582,107.5,107.5,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
141,대구광역시 달성군 하빈면,달성군,2771033000,28.78,10.0,31.61,80.7,15.43,39.6,10.74,17,3104,3104,1.0,0.694,0.0,4263.8,0.8,850,4.8,27710,37.7234,82.3,177,4.7,3593.4,0.0,0,16,16.9,1.703,0.0,10.1,0.096,172.4,172.4,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
142,대구광역시 동구 도평동,동구,2714061500,28.69,9.9,31.88,93.29,17.78,7.38,19.46,8,3371,3371,1.0,0.803,0.0,2591.5,6.6,41,0.57,27140,19.9271,169.2,72,3.6,2629.1,0.0,0,3,4.2,1.635,0.0,4.4,0.1111,374.6,374.6,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
143,대구광역시 군위군 군위읍,군위군,2772025000,28.05,22.78,39.13,66.45,11.41,2.35,14.77,57,7901,7901,1.0,0.737,0.0,30438.7,4.2,0,0.0,27720,82.95,95.3,559,6.7,30678.1,0.0,0,0,0.0,1.7561,0.0,0.0,0.102,136.2,136.2,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
144,대구광역시 군위군 우보면,군위군,2772034000,27.24,7.11,30.54,94.13,11.74,2.35,28.86,6,1937,1937,1.0,0.903,0.0,27870.5,1.0,0,0.0,27720,60.4878,32.0,48,0.8,27265.0,0.0,0,0,0.0,1.6422,0.0,0.0,0.125,276.7,276.7,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
145,대구광역시 군위군 효령면,군위군,2772032000,26.87,9.8,32.42,87.75,13.09,2.35,20.81,16,3639,3639,1.0,0.826,0.0,20338.5,0.8,0,0.0,27720,96.6177,37.7,140,1.4,19823.3,0.0,0,0,0.0,1.6874,0.0,0.0,0.1143,214.1,214.1,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
146,대구광역시 군위군 소보면,군위군,2772031000,25.69,7.79,31.34,99.5,11.07,2.35,2.68,3,2221,2221,1.0,0.344,0.0,34753.7,0.0,0,0.0,27720,99.6768,22.3,63,0.6,34386.7,0.0,0,0,0.0,1.6534,0.0,0.0,0.0476,555.2,555.2,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
147,대구광역시 군위군 부계면,군위군,2772033000,25.67,8.19,30.8,97.48,13.76,2.35,1.34,5,2106,2106,1.0,0.232,0.0,16804.8,0.4,0,0.0,27720,65.1498,32.3,156,2.4,14132.4,0.0,0,0,0.0,1.5238,0.0,0.0,0.0321,351.0,351.0,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
148,대구광역시 군위군 의흥면,군위군,2772035000,25.2,8.66,31.07,87.58,12.08,2.35,12.08,9,2217,2217,1.0,0.707,0.0,27618.0,3.3,0,0.0,27720,54.4298,40.7,92,1.7,27468.0,0.0,0,0,0.0,1.3958,0.0,0.0,0.0978,221.7,221.7,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
149,대구광역시 군위군 산성면,군위군,2772036000,25.02,6.84,30.0,97.48,12.75,2.35,2.01,2,1201,1201,1.0,0.321,0.0,22185.5,1.0,0,0.0,27720,36.9047,32.5,45,1.2,21435.4,0.0,0,0,0.0,1.3772,0.0,0.0,0.0444,400.3,400.3,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
150,대구광역시 군위군 삼국유사면,군위군,2772037000,25.01,6.27,30.27,99.83,12.41,2.35,0.0,1,1330,1330,1.0,0.201,0.0,26720.3,0.0,0,0.0,27720,115.041,11.6,36,0.3,24412.0,0.0,0,0,0.0,1.542,0.0,0.0,0.0278,665.0,665.0,수리·개인,all,수리·개인 (업종대분류),전체 인구,대분류
1,대구광역시 달서구 감삼동,달서구,2729055500,75.59,92.55,90.6,40.27,76.98,62.15,59.06,122,31125,4956,0.1592,0.969,12921.8,432.7,7.7,1705,1.16,27290,1.1434,27221.4,1465,1281.3,450.0,0.641,1,37,514.2,1.8307,0.7213,577.0,0.0833,253.0,40.3,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
2,대구광역시 동구 신암4동,동구,2714054000,74.92,68.86,93.29,80.88,78.86,74.16,42.28,35,18383,3603,0.196,0.782,43556.8,444.5,2.0,2706,5.19,27140,1.1656,15771.3,521,447.0,378.4,0.7179,2,29,569.0,1.8721,0.7143,387.9,0.0672,510.6,100.1,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
3,대구광역시 북구 칠성동,북구,2723052600,73.11,85.17,86.58,61.08,66.44,88.36,22.82,70,23657,3678,0.1555,0.604,23713.1,551.1,3.4,4486,3.33,27230,1.3907,17010.9,1349,970.0,435.4,0.6308,2,51,877.9,1.5237,0.4429,782.7,0.0519,333.2,51.8,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
4,대구광역시 수성구 범어1동,수성구,2726051000,72.36,83.59,67.79,31.88,97.32,81.74,61.74,87,22679,2753,0.1214,1.025,19467.9,206.4,8.6,2378,2.41,27260,1.1852,19135.2,988,833.6,239.4,0.996,2,34,1056.3,1.9254,0.9885,922.9,0.0881,257.7,31.3,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
5,"대구광역시 달서구 두류1,2동",달서구,2729053500,72.28,68.36,82.95,30.03,86.64,87.85,88.93,129,15672,2568,0.1639,1.572,15669.8,360.5,5.3,3657,3.83,27290,1.2776,12266.8,955,747.5,325.6,0.8597,2,36,680.4,1.903,0.8605,715.1,0.1351,120.6,19.8,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
6,대구광역시 달서구 용산1동,달서구,2729057100,72.25,83.83,68.19,27.86,83.29,85.98,81.88,116,27808,3187,0.1146,1.348,12948.6,362.8,12.0,2800,2.8,27290,1.4578,19075.3,1001,686.7,500.2,0.5395,1,27,594.5,1.8138,0.7845,960.6,0.1159,237.7,27.2,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
7,대구광역시 달서구 진천동,달서구,2729061500,71.8,85.24,75.17,67.62,68.52,75.5,32.21,120,49267,5897,0.1197,0.677,33114.2,560.1,2.2,3768,1.83,27290,5.3271,9248.4,2063,387.3,538.6,0.6757,3,95,557.9,1.7891,0.5833,584.7,0.0582,407.2,48.7,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
8,대구광역시 동구 안심4동,동구,2714074700,70.21,74.73,66.51,70.64,80.13,75.1,43.62,67,26289,3004,0.1143,0.791,13918.2,396.4,1.9,2726,2.77,27140,2.572,10221.2,985,383.0,390.0,0.7503,2,66,438.1,1.8606,0.7164,483.5,0.068,386.6,44.2,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
9,대구광역시 달서구 유천동,달서구,2729061700,69.42,73.86,85.24,88.42,53.69,74.9,14.09,31,32864,4755,0.1447,0.496,0.0,539.0,1.5,1643,2.26,27290,1.3119,25050.7,728,554.9,622.7,0.2788,0,41,613.2,1.8499,0.4194,715.0,0.0426,1027.0,148.6,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
10,대구광역시 남구 대명2동,남구,2720057100,68.9,65.84,87.79,36.92,91.01,46.14,77.85,87,15229,2850,0.1871,1.267,7568.7,249.2,6.6,780,0.98,27200,0.8755,17394.6,799,912.6,253.3,0.9862,1,20,331.0,1.8046,0.9655,390.4,0.1089,173.1,32.4,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
11,대구광역시 달서구 이곡1동,달서구,2729057600,68.22,70.04,60.54,72.48,80.47,86.38,35.23,51,19663,2299,0.1169,0.709,15640.1,408.5,1.7,2777,3.32,27290,1.8033,10903.9,837,464.1,366.7,0.8339,2,56,1398.8,1.8622,0.7843,836.7,0.0609,378.1,44.2,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
12,대구광역시 달서구 죽전동,달서구,2729056300,67.8,69.8,80.67,28.02,79.4,66.24,79.87,106,14344,2373,0.1654,1.297,13243.8,389.6,6.5,1402,1.47,27290,0.7849,18274.9,951,1211.6,343.2,0.8107,1,42,580.0,1.8808,0.6981,579.3,0.1115,134.1,22.2,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
13,대구광역시 달성군 다사읍,달성군,2771025600,67.66,78.79,81.88,84.06,46.44,67.32,13.42,98,88904,11904,0.1339,0.492,24793.4,1414.1,1.9,4705,2.03,27710,36.8156,2414.8,2317,62.9,1242.5,0.3423,3,133,475.8,1.7768,0.2551,388.1,0.0423,898.0,120.2,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
14,대구광역시 동구 안심1동,동구,2714072000,66.86,84.53,62.95,60.91,73.96,58.25,28.52,98,37158,3918,0.1054,0.642,15850.8,459.8,2.6,2910,1.64,27140,3.4892,10649.4,1776,509.0,428.2,0.5923,2,56,451.6,1.7618,0.6327,306.7,0.0552,375.3,39.6,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
15,대구광역시 중구 성내3동,중구,2711058500,65.97,55.77,95.84,54.36,77.65,43.66,59.06,37,13643,3445,0.2525,0.969,5778.9,400.6,7.5,259,0.58,27110,0.7455,18300.5,444,595.6,332.9,0.9302,1,12,257.9,1.9273,0.8108,546.5,0.0833,359.0,90.7,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
16,대구광역시 달성군 화원읍,달성군,2771025000,65.96,76.04,65.37,86.24,71.41,42.42,21.81,78,45354,4873,0.1074,0.6,17158.0,477.9,0.8,2363,1.56,27710,25.9877,1745.2,1512,58.2,477.2,0.6104,2,64,174.0,1.7733,0.5513,154.7,0.0516,574.1,61.7,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
17,대구광역시 중구 남산4동,중구,2711067000,64.78,57.58,77.72,66.44,81.41,45.51,52.35,31,15842,2418,0.1526,0.895,0.0,268.1,3.5,481,1.19,27110,0.449,35282.9,403,897.6,351.8,0.8164,0,16,308.4,1.9455,0.9355,365.9,0.0769,495.1,75.6,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
18,대구광역시 달서구 상인1동,달서구,2729062400,64.76,90.67,54.23,51.51,59.87,75.23,24.83,56,31919,3174,0.0994,0.62,20963.7,671.4,5.9,2895,2.76,27290,1.4947,21354.8,1050,702.5,455.1,0.5638,1,54,886.7,1.7616,0.2679,467.0,0.0533,560.0,55.7,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
19,대구광역시 수성구 고산2동,수성구,2726068000,64.75,67.85,67.38,28.36,63.69,77.78,93.29,180,25533,2968,0.1162,1.649,11450.8,574.3,4.8,6126,4.82,27260,24.337,1049.1,1270,52.2,499.8,0.5976,3,88,249.9,1.894,0.4944,389.0,0.1417,141.1,16.4,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
20,대구광역시 북구 고성동,북구,2723051000,64.29,55.74,98.12,73.82,62.05,59.53,16.11,24,14603,3875,0.2654,0.556,0.0,463.9,3.3,694,1.38,27230,0.52,28082.7,502,965.4,502.8,0.4641,0,9,698.5,1.5975,0.6667,579.0,0.0478,584.1,155.0,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
21,대구광역시 북구 구암동,북구,2723074500,63.51,74.9,40.4,69.3,88.99,58.56,33.56,62,30230,2699,0.0893,0.697,15065.5,304.3,1.9,2117,2.05,27230,4.1947,7206.7,1035,246.7,349.2,0.7449,3,41,403.8,1.7552,0.8387,316.8,0.0599,479.8,42.8,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
22,대구광역시 북구 국우동,북구,2723080000,63.3,61.41,77.12,80.04,56.64,61.0,28.52,52,29112,3756,0.129,0.642,3118.2,618.6,1.8,2431,2.58,27230,16.9087,1721.7,942,55.7,759.4,0.4586,2,41,272.2,1.7701,0.4231,305.9,0.0552,549.3,70.9,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
23,대구광역시 수성구 범어3동,수성구,2726053000,63.1,71.34,72.35,1.34,59.26,82.75,98.66,330,17016,2396,0.1408,3.324,0.0,479.7,228.5,2389,2.07,27260,0.5836,29157.0,1155,1979.1,503.0,0.4978,0,39,1299.8,1.8564,0.6,1722.7,0.2857,51.4,7.2,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
24,대구광역시 북구 동천동,북구,2723078000,62.69,86.88,46.77,54.86,62.75,91.61,4.7,47,24635,2419,0.0982,0.383,8538.0,528.2,4.6,4100,2.87,27230,1.0632,23170.6,1429,1344.1,430.1,0.6767,1,118,1498.7,1.7811,0.3191,1820.3,0.0329,513.2,50.4,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
25,대구광역시 북구 태전2동,북구,2723073500,62.52,67.82,51.94,65.44,74.7,67.38,40.27,62,21610,2309,0.1068,0.75,3795.2,424.6,2.0,2036,2.12,27230,2.0691,10444.2,961,464.5,413.0,0.7815,1,51,470.0,1.797,0.8065,433.9,0.0645,343.0,36.7,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
26,대구광역시 남구 대명5동,남구,2720060000,62.28,46.84,69.53,38.6,86.37,81.28,74.5,63,8896,1483,0.1667,1.208,11071.1,306.1,4.1,2694,4.44,27200,0.74,12021.6,607,820.3,256.8,0.8666,1,20,557.7,1.8206,0.8254,549.4,0.1038,139.0,23.2,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
27,대구광역시 수성구 범어2동,수성구,2726052000,61.8,69.03,64.16,0.67,63.09,86.94,100.0,369,15345,2007,0.1308,3.924,10699.6,545.4,143.9,2861,2.62,27260,1.0094,15202.1,1094,1083.8,482.8,0.5384,1,42,1064.7,1.8705,0.4119,1457.9,0.3373,41.5,5.4,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
28,대구광역시 중구 남산2동,중구,2711065000,61.71,55.0,71.28,2.35,91.01,70.14,99.33,195,7394,1429,0.1933,3.825,82629.0,368.9,66.2,863,1.46,27110,0.3916,18881.5,593,1514.3,289.0,1.0,4,11,1474.2,1.9141,1.0,962.9,0.3288,37.7,7.3,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
29,대구광역시 서구 내당1동,서구,2717051000,61.68,54.63,79.33,68.12,49.66,76.64,40.94,30,14683,2359,0.1607,0.757,0.0,610.3,3.4,1153,2.5,27170,0.5707,25728.1,461,807.8,613.4,0.3362,0,27,826.7,1.842,0.3,909.1,0.0651,473.6,76.1,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
30,대구광역시 달서구 본리동,달서구,2729059000,61.48,67.85,83.69,79.87,25.27,59.33,26.85,39,22993,3410,0.1483,0.627,0.0,1253.4,2.0,1195,1.65,27290,1.0774,21341.2,723,671.1,1208.5,0.0,0,48,381.0,1.8016,0.0,393.0,0.0539,574.8,85.2,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
31,대구광역시 동구 신천3동,동구,2714057000,61.36,58.62,83.36,11.74,47.25,84.53,97.99,186,14835,2494,0.1681,2.811,0.0,629.3,14.5,1998,2.59,27140,0.7179,20664.4,770,1072.6,542.0,0.4195,0,48,1228.0,1.9695,0.2527,1750.6,0.2416,79.3,13.3,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
32,대구광역시 동구 신천4동,동구,2714058000,60.94,58.32,89.8,5.7,38.99,97.25,90.6,241,12937,2727,0.2108,1.594,0.0,877.6,31.3,6933,3.94,27140,0.7957,16258.6,1759,2210.6,655.2,0.3627,0,85,2660.8,1.7119,0.1286,2104.3,0.137,53.5,11.3,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
33,대구광역시 중구 대신동,중구,2711059500,60.77,58.89,61.21,79.03,88.12,57.25,0.67,16,7249,1126,0.1553,0.07,13433.4,309.5,1.8,1301,0.48,27110,0.4899,14796.9,2688,5486.8,169.9,0.9699,1,11,1548.5,0.6257,0.875,799.4,0.006,426.4,66.2,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
34,대구광역시 동구 안심2동,동구,2714073000,60.31,44.03,83.22,90.94,43.76,51.54,51.01,30,17002,2729,0.1605,0.885,3810.8,1122.3,0.9,1493,3.79,27140,13.3309,1275.4,394,29.6,844.7,0.3046,1,43,159.2,1.8547,0.2667,173.4,0.0761,548.5,88.0,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
35,대구광역시 북구 관문동,북구,2723071500,60.22,64.33,70.74,83.06,36.98,53.42,34.23,49,31975,3699,0.1157,0.705,7033.3,1867.8,1.5,2576,3.18,27230,14.8231,2157.1,809,54.6,1662.6,0.3498,3,64,205.6,1.7905,0.2245,170.6,0.0606,639.5,74.0,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
36,대구광역시 수성구 고산3동,수성구,2726069000,60.08,67.78,51.94,67.95,82.95,49.83,17.45,41,29136,2881,0.0989,0.568,8180.9,376.9,2.9,994,1.18,27260,5.2954,5502.1,841,158.8,377.6,0.8193,1,35,511.9,1.8415,0.878,372.1,0.0488,693.7,68.6,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
37,대구광역시 달서구 월성1동,달서구,2729060100,60.0,80.54,51.28,65.1,36.44,88.73,14.77,64,39423,3671,0.0931,0.518,0.0,919.1,3.0,4066,2.83,27290,1.9323,20402.1,1438,744.2,899.2,0.096,0,70,1080.4,1.8341,0.0938,1064.0,0.0445,606.5,56.5,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
38,대구광역시 수성구 두산동,수성구,2726064000,59.93,62.89,72.88,22.15,61.21,79.4,60.4,133,14840,2190,0.1476,0.994,4499.5,545.7,6.1,3584,2.3,27260,1.8605,7976.4,1558,837.4,524.0,0.4589,1,72,732.3,1.7103,0.4436,651.0,0.0854,110.7,16.3,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
39,대구광역시 달서구 송현2동,달서구,2729064000,59.81,74.03,60.54,41.94,70.2,38.36,48.32,74,17618,2073,0.1177,0.852,7829.2,475.4,4.3,831,0.82,27290,0.9693,18176.0,1011,1043.0,449.2,0.6281,1,33,378.6,1.7597,0.6486,300.9,0.0732,234.9,27.6,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
40,대구광역시 동구 안심3동,동구,2714074200,59.38,57.28,69.6,69.3,67.72,37.65,39.6,46,19897,2567,0.129,0.749,6999.1,464.9,2.3,913,1.28,27140,5.8689,3390.2,714,121.7,457.1,0.556,1,29,232.8,1.9059,0.5217,199.2,0.0644,423.3,54.6,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
41,대구광역시 달서구 상인2동,달서구,2729062500,59.23,65.0,76.24,57.55,56.98,52.25,20.81,61,16737,2446,0.1461,0.599,0.0,520.5,2.9,927,0.78,27290,0.9567,17494.5,1185,1238.6,510.6,0.5401,0,33,566.3,1.6938,0.5574,537.4,0.0515,270.0,39.5,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
42,대구광역시 북구 복현2동,북구,2723067200,59.22,63.59,77.45,71.48,21.58,57.99,48.99,48,28733,3747,0.1304,0.861,0.0,1552.2,2.8,1348,2.08,27230,1.8078,15893.9,649,359.0,1620.2,0.0,0,39,355.2,1.8941,0.0,361.7,0.074,586.4,76.5,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
43,대구광역시 동구 혁신동,동구,2714075500,59.14,46.51,86.44,39.1,28.62,94.83,82.55,121,16501,2858,0.1732,1.372,0.0,1006.1,4.1,8600,8.38,27140,17.0739,966.4,1026,60.1,1007.5,0.0,0,102,1121.3,1.8826,0.0,911.0,0.1179,135.3,23.4,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
44,대구광역시 수성구 고산1동,수성구,2726067000,59.12,72.28,52.48,75.0,52.28,71.14,7.38,41,31066,3054,0.0983,0.421,11318.1,780.0,2.2,2849,2.52,27260,8.624,3602.3,1132,131.3,600.7,0.4735,1,43,613.8,1.7871,0.1707,431.5,0.0362,739.7,72.7,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
45,대구광역시 달서구 신당동,달서구,2729058500,59.08,75.64,59.59,31.72,58.99,64.36,44.3,168,27882,2984,0.107,0.793,24240.6,738.5,4.4,7236,2.94,27290,9.211,3027.0,2465,267.6,821.4,0.4365,2,113,477.8,1.7073,0.3452,238.2,0.0682,165.0,17.7,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
46,대구광역시 남구 대명3동,남구,2720058600,58.4,56.34,73.56,19.13,70.13,48.09,85.91,120,12166,1922,0.158,1.479,5897.8,451.2,7.0,1055,1.12,27200,0.9315,13060.7,944,1013.4,415.9,0.7119,1,20,338.9,1.8061,0.5917,364.9,0.1271,100.5,15.9,과학·기술,30s,과학·기술 (업종대분류),30대 직장인/청장년층,대분류
